1.5 10.5 0 
1.807 9.95103 -0.154075 
1.37532 9.802 -0.652749 
1.13383 9.29579 -0.943047 
0.793331 8.98211 -1.42916 
0.630612 8.37968 -1.59314 
0.988571 8.07766 -1.11781 
1.10199 7.99152 -2.08409 
1.33452 7.44098 -2.30086 
0.934194 7.08979 -2.64781 
0.974078 6.40103 -2.61559 
0.919368 5.80997 -2.84044 
0.904298 5.14714 -2.7544 
1.32056 4.68968 -2.92944 
1.37734 4.1741 2.97911 
1.34191 3.67754 2.56273 
1.99057 3.73358 2.45286 
1.93747 3.5217 1.47771 
2.13174 3.16868 1.12777 
2.1808 3.10714 -0.126854 
2.68366 2.95079 -0.485673 
3.31727 2.92653 -0.629542 
3.64303 2.54089 -1.03195 
3.2449 1.98662 -1.0791 
3.6118 1.45484 -0.95921 
3.95633 1.17695 -0.432447 
4.4255 0.925177 -0.0853165 
5.10747 1.03813 -0.114826 
5.41956 1.0453 0.280842 
6.04617 0.803627 0.349683 
6.43244 1.3447 0.26727 
6.77314 1.27037 0.981879 
7.43639 1.16716 1.05143 
8.08695 1.10103 0.947218 
8.63736 1.27578 0.690152 
8.78746 1.6683 1.26171 
9.42097 1.95662 1.28167 
9.74454 1.6647 1.82212 
9.92485 1.79926 2.57733 
9.55105 2.10999 3.0172 
9.77768 2.74281 3.08488 
9.88965 3.43976 3.08513 
9.79207 3.90644 2.62665 
9.98317 4.54173 2.54145 
9.83976 4.74379 -2.93187 
9.85645 5.36036 -2.75344 
9.89193 6.03828 -2.80776 
9.67814 6.69482 -2.83885 
9.41918 7.23413 -3.05436 
9.7655 7.82459 -3.09733 
9.75039 8.33579 -2.70813 
10.203 8.75176 -2.52558 
10.8174 8.72647 -2.70781 
11.333 8.93803 -3.00527 
11.8671 9.25826 -2.83875 
12.1809 8.72275 -2.66809 
12.4648 8.78076 -1.83557 
12.7246 8.85654 -0.964791 
13.0619 9.25965 -0.604036 
12.9519 9.22997 0.548367 
13.1477 8.56857 0.58085 
13.5527 8.04543 0.669673 
14.1466 7.93007 0.467633 
14.6528 7.7308 0.596651 
14.9134 7.51781 0.308425 
14.7562 6.96968 0.580039 
14.6784 6.42419 0.27004 
14.0484 6.15616 0.227336 
14.0508 5.67835 0.683729 
14.2144 5.30912 1.28807 
13.8474 4.76977 1.18079 
13.446 4.2674 1.30681 
13.2064 3.61774 1.33395 
13.1746 3.0149 1.12927 
13.356 2.46203 0.881016 
13.5375 1.90916 0.63276 
13.7189 1.35629 0.384504 
13.9004 0.803425 0.136248 
14 0.5 0 

